year,state,congressional_district,party,candidatevotes,totalvotes
1996,COLORADO,2,DEMOCRAT,145894,255784
1996,COLORADO,3,REPUBLICAN,183523,266476
1996,COLORADO,4,REPUBLICAN,137012,244067
1996,COLORADO,5,REPUBLICAN,188805,262465
1996,COLORADO,6,REPUBLICAN,146018,234618
1996,CONNECTICUT,1,DEMOCRAT,145169,215136
1996,CONNECTICUT,2,DEMOCRAT,106544,223249
1996,CONNECTICUT,3,DEMOCRAT,137108,211352
1996,CONNECTICUT,4,REPUBLICAN,121949,201712
1996,CONNECTICUT,5,DEMOCRAT,105359,215130
1996,CONNECTICUT,6,REPUBLICAN,113020,227756
1996,DELAWARE,0,REPUBLICAN,185577,266831
1996,FLORIDA,1,REPUBLICAN,175946,242545
1996,FLORIDA,2,DEMOCRAT,138151,232400
1996,FLORIDA,3,DEMOCRAT,98085,160281
1996,FLORIDA,4,REPUBLICAN,1,1
1996,FLORIDA,5,DEMOCRAT,161050,261101
1996,FLORIDA,6,REPUBLICAN,161527,240442
1996,FLORIDA,7,REPUBLICAN,143667,231557
1996,FLORIDA,8,REPUBLICAN,136515,202326
1996,FLORIDA,9,REPUBLICAN,161708,235517
1996,FLORIDA,10,REPUBLICAN,114443,171820
1996,FLORIDA,11,DEMOCRAT,108522,187403
1996,FLORIDA,12,REPUBLICAN,122584,199097
1996,FLORIDA,13,REPUBLICAN,173671,269904
1996,FLORIDA,14,REPUBLICAN,176992,240834
1996,FLORIDA,15,REPUBLICAN,139014,270350
1996,FLORIDA,16,REPUBLICAN,175714,274541
1996,FLORIDA,17,DEMOCRAT,114638,129165
1996,FLORIDA,18,REPUBLICAN,123659,123665
1996,FLORIDA,19,DEMOCRAT,188766,287867
1996,FLORIDA,20,DEMOCRAT,159256,245033
1996,FLORIDA,21,REPUBLICAN,125469,125473
1996,FLORIDA,22,REPUBLICAN,137098,221618
1996,FLORIDA,23,DEMOCRAT,102161,139089
1996,GEORGIA,1,REPUBLICAN,108616,159238
1996,GEORGIA,2,DEMOCRAT,88256,163538
1996,GEORGIA,3,REPUBLICAN,120251,196789
1996,GEORGIA,4,DEMOCRAT,127157,220142
1996,GEORGIA,5,DEMOCRAT,136555,136555
1996,GEORGIA,6,REPUBLICAN,174155,301290
1996,GEORGIA,7,REPUBLICAN,112009,193774
1996,GEORGIA,8,REPUBLICAN,93619,178125
1996,GEORGIA,9,REPUBLICAN,132532,202194
1996,GEORGIA,10,REPUBLICAN,96723,184777
1996,GEORGIA,11,REPUBLICAN,145821,226761
1996,HAWAII,1,DEMOCRAT,86732,172206
1996,HAWAII,2,DEMOCRAT,109178,180963
1996,IDAHO,1,REPUBLICAN,132344,264778
1996,IDAHO,2,REPUBLICAN,157646,229248
1996,ILLINOIS,1,DEMOCRAT,174005,203113
1996,ILLINOIS,2,DEMOCRAT,172648,183543
1996,ILLINOIS,3,DEMOCRAT,137153,209916
1996,ILLINOIS,4,DEMOCRAT,85278,91135
1996,ILLINOIS,5,DEMOCRAT,117544,183326
1996,ILLINOIS,6,REPUBLICAN,132401,205954
1996,ILLINOIS,7,DEMOCRAT,149568,181095
1996,ILLINOIS,8,REPUBLICAN,127763,205305
1996,ILLINOIS,9,DEMOCRAT,124319,196082
1996,ILLINOIS,10,REPUBLICAN,145626,210773
1996,ILLINOIS,11,REPUBLICAN,109896,212284
1996,ILLINOIS,12,DEMOCRAT,150005,209519
1996,ILLINOIS,13,REPUBLICAN,141651,236344
1996,ILLINOIS,14,REPUBLICAN,134432,208764
1996,ILLINOIS,15,REPUBLICAN,121019,211084
1996,ILLINOIS,16,REPUBLICAN,137523,228100
1996,ILLINOIS,17,DEMOCRAT,120008,231173
1996,ILLINOIS,18,REPUBLICAN,143110,241523
1996,ILLINOIS,19,DEMOCRAT,158668,237955
1996,ILLINOIS,20,REPUBLICAN,120926,240618
1996,INDIANA,1,DEMOCRAT,133553,193113
1996,INDIANA,2,REPUBLICAN,123113,212883
1996,INDIANA,3,DEMOCRAT,114288,197312
1996,INDIANA,4,REPUBLICAN,121344,207880
1996,INDIANA,5,REPUBLICAN,125191,211111
1996,INDIANA,6,REPUBLICAN,193193,257857
1996,INDIANA,7,REPUBLICAN,130010,209840
1996,INDIANA,8,REPUBLICAN,109860,219864
1996,INDIANA,9,DEMOCRAT,128123,226844
1996,INDIANA,10,DEMOCRAT,85965,162373
1996,IOWA,1,REPUBLICAN,129242,244596
1996,IOWA,2,REPUBLICAN,127827,239299
1996,IOWA,3,DEMOCRAT,115914,234875
1996,IOWA,4,REPUBLICAN,133419,256509
1996,IOWA,5,REPUBLICAN,147576,225479
1996,KANSAS,1,REPUBLICAN,191899,261145
1996,KANSAS,2,REPUBLICAN,131592,252078
1996,KANSAS,3,REPUBLICAN,139169,279264
1996,KANSAS,4,REPUBLICAN,128486,256391
1996,KENTUCKY,1,REPUBLICAN,111473,208157
1996,KENTUCKY,2,REPUBLICAN,125433,215916
1996,KENTUCKY,3,REPUBLICAN,126625,251951
1996,KENTUCKY,4,REPUBLICAN,149135,218074
1996,KENTUCKY,5,REPUBLICAN,117842,117853
1996,KENTUCKY,6,DEMOCRAT,125999,226230
1996,LOUISIANA,1,REPUBLICAN,1,1
1996,LOUISIANA,2,DEMOCRAT,1,1
1996,LOUISIANA,3,REPUBLICAN,1,1
1996,LOUISIANA,4,REPUBLICAN,1,1
1996,LOUISIANA,5,REPUBLICAN,135990,233353
1996,LOUISIANA,6,REPUBLICAN,1,1
1996,LOUISIANA,7,DEMOCRAT,128449,241800
1996,MAINE,1,DEMOCRAT,173745,314164
1996,MAINE,2,DEMOCRAT,205439,285636
1996,MARYLAND,1,REPUBLICAN,131033,212876
1996,MARYLAND,2,REPUBLICAN,143075,231419
1996,MARYLAND,3,DEMOCRAT,130204,193433
1996,MARYLAND,4,DEMOCRAT,142094,166794
1996,MARYLAND,5,DEMOCRAT,121288,213094
1996,MARYLAND,6,REPUBLICAN,132853,233788
1996,MARYLAND,7,DEMOCRAT,115764,138695
1996,MARYLAND,8,REPUBLICAN,152538,249146
1996,MASSACHUSETTS,1,DEMOCRAT,129232,245111
1996,MASSACHUSETTS,2,DEMOCRAT,162995,227411
1996,MASSACHUSETTS,3,DEMOCRAT,135044,255097
1996,MASSACHUSETTS,4,DEMOCRAT,183844,256637
1996,MASSACHUSETTS,5,DEMOCRAT,183429,185137
1996,MASSACHUSETTS,6,DEMOCRAT,133002,276379
1996,MASSACHUSETTS,7,DEMOCRAT,177053,253570
1996,MASSACHUSETTS,8,DEMOCRAT,147126,174620
1996,MASSACHUSETTS,9,DEMOCRAT,172009,238152
1996,MASSACHUSETTS,10,DEMOCRAT,160745,295923
1996,MICHIGAN,1,DEMOCRAT,181486,256791
1996,MICHIGAN,2,REPUBLICAN,165608,253699
1996,MICHIGAN,3,REPUBLICAN,169466,247043
1996,MICHIGAN,4,REPUBLICAN,159561,243645
1996,MICHIGAN,5,DEMOCRAT,162675,232451
1996,MICHIGAN,6,REPUBLICAN,146170,215834
1996,MICHIGAN,7,REPUBLICAN,120227,218544
1996,MICHIGAN,8,DEMOCRAT,141086,262421
1996,MICHIGAN,9,DEMOCRAT,136856,231200
1996,MICHIGAN,10,DEMOCRAT,132829,244281
1996,MICHIGAN,11,REPUBLICAN,169165,276618
1996,MICHIGAN,12,DEMOCRAT,133436,232475
1996,MICHIGAN,13,DEMOCRAT,123133,217658
1996,MICHIGAN,14,DEMOCRAT,157722,183695
1996,MICHIGAN,15,DEMOCRAT,143683,162600
1996,MICHIGAN,16,DEMOCRAT,136854,220612
1996,MINNESOTA,1,REPUBLICAN,137486,261062
1996,MINNESOTA,2,DEMOCRAT,144083,262353
1996,MINNESOTA,3,REPUBLICAN,205816,293583
1996,MINNESOTA,4,DEMOCRAT,145831,255759
1996,MINNESOTA,5,DEMOCRAT,158261,246041
1996,MINNESOTA,6,DEMOCRAT,164921,295481
1996,MINNESOTA,7,DEMOCRAT,170936,251599
1996,MINNESOTA,8,DEMOCRAT,185333,275338
1996,MISSISSIPPI,1,REPUBLICAN,123724,182966
1996,MISSISSIPPI,2,DEMOCRAT,102503,171933
1996,MISSISSIPPI,3,REPUBLICAN,115443,188144
1996,MISSISSIPPI,4,REPUBLICAN,112444,183663
1996,MISSISSIPPI,5,DEMOCRAT,103415,177445
1996,MISSOURI,1,DEMOCRAT,131659,187653
1996,MISSOURI,2,REPUBLICAN,165999,270726
1996,MISSOURI,3,DEMOCRAT,137300,232755
1996,MISSOURI,4,DEMOCRAT,153566,240789
1996,MISSOURI,5,DEMOCRAT,144223,213971
1996,MISSOURI,6,DEMOCRAT,169006,246282
1996,MISSOURI,7,REPUBLICAN,162558,250584
1996,MISSOURI,8,INDEPENDENT,112472,222854
1996,MISSOURI,9,REPUBLICAN,123580,250230
1996,MONTANA,0,REPUBLICAN,211975,404426
1996,NEBRASKA,1,REPUBLICAN,157108,224260
1996,NEBRASKA,2,REPUBLICAN,125201,219938
1996,NEBRASKA,3,REPUBLICAN,167758,216591
1996,NEVADA,1,REPUBLICAN,86472,172593
1996,NEVADA,2,REPUBLICAN,162310,277192
1996,NEW HAMPSHIRE,1,REPUBLICAN,123939,247577
1996,NEW HAMPSHIRE,2,REPUBLICAN,122957,243260
1996,NEW JERSEY,1,DEMOCRAT,160413,210734
1996,NEW JERSEY,2,REPUBLICAN,133131,220718
1996,NEW JERSEY,3,REPUBLICAN,157503,245278
1996,NEW JERSEY,4,REPUBLICAN,146404,230114
1996,NEW JERSEY,5,REPUBLICAN,181323,254333
1996,NEW JERSEY,6,DEMOCRAT,124635,203478
1996,NEW JERSEY,7,REPUBLICAN,128821,232571
1996,NEW JERSEY,8,DEMOCRAT,98861,193091
1996,NEW JERSEY,9,DEMOCRAT,117646,210930
1996,NEW JERSEY,10,DEMOCRAT,127126,151060
1996,NEW JERSEY,11,REPUBLICAN,169091,255158
1996,NEW JERSEY,12,REPUBLICAN,135811,269221
1996,NEW JERSEY,13,DEMOCRAT,115459,146473
1996,NEW MEXICO,1,REPUBLICAN,109290,193078
1996,NEW MEXICO,2,REPUBLICAN,95091,170006
1996,NEW MEXICO,3,DEMOCRAT,124594,185271
1996,NEW YORK,1,DEMOCRAT,93816,235506
1996,NEW YORK,2,REPUBLICAN,97105,203172
1996,NEW YORK,3,REPUBLICAN,111310,259409
1996,NEW YORK,4,DEMOCRAT,119946,236238
1996,NEW YORK,5,DEMOCRAT,116005,224495
1996,NEW YORK,6,DEMOCRAT,102799,153238
1996,NEW YORK,7,DEMOCRAT,78848,151185
1996,NEW YORK,8,DEMOCRAT,123809,197860
1996,NEW YORK,9,DEMOCRAT,102556,178160
1996,NEW YORK,10,DEMOCRAT,97125,153666
1996,NEW YORK,11,DEMOCRAT,87559,133934
1996,NEW YORK,12,DEMOCRAT,58947,100185
1996,NEW YORK,13,REPUBLICAN,74836,183921
1996,NEW YORK,14,DEMOCRAT,122504,211303
1996,NEW YORK,15,DEMOCRAT,108680,155236
1996,NEW YORK,16,DEMOCRAT,86971,130722
1996,NEW YORK,17,DEMOCRAT,97891,153797
1996,NEW YORK,18,DEMOCRAT,118194,213574
1996,NEW YORK,19,REPUBLICAN,98705,243986
1996,NEW YORK,20,REPUBLICAN,122479,245812
1996,NEW YORK,21,DEMOCRAT,136964,267608
1996,NEW YORK,22,REPUBLICAN,119467,265794
1996,NEW YORK,23,REPUBLICAN,118653,226149
1996,NEW YORK,24,REPUBLICAN,108777,209946
1996,NEW YORK,25,REPUBLICAN,106327,242136
1996,NEW YORK,26,DEMOCRAT,117097,238437
1996,NEW YORK,27,REPUBLICAN,117818,260311
1996,NEW YORK,28,DEMOCRAT,133084,250094
1996,NEW YORK,29,DEMOCRAT,126210,238399
1996,NEW YORK,30,DEMOCRAT,97686,241405
1996,NEW YORK,31,REPUBLICAN,119395,225718
1996,NORTH CAROLINA,1,DEMOCRAT,108759,165028
1996,NORTH CAROLINA,2,DEMOCRAT,113820,216629
1996,NORTH CAROLINA,3,REPUBLICAN,118159,188579
1996,NORTH CAROLINA,4,DEMOCRAT,157194,288984
1996,NORTH CAROLINA,5,REPUBLICAN,130177,209698
1996,NORTH CAROLINA,6,REPUBLICAN,167828,228543
1996,NORTH CAROLINA,7,DEMOCRAT,87487,165440
1996,NORTH CAROLINA,8,DEMOCRAT,103129,186908
1996,NORTH CAROLINA,9,REPUBLICAN,147755,234710
1996,NORTH CAROLINA,10,REPUBLICAN,158585,226597
1996,NORTH CAROLINA,11,REPUBLICAN,132860,228025
1996,NORTH CAROLINA,12,DEMOCRAT,124675,174399
1996,NORTH DAKOTA,0,DEMOCRAT,144833,263010
1996,OHIO,1,REPUBLICAN,118324,218424
1996,OHIO,2,REPUBLICAN,186853,259473
1996,OHIO,3,DEMOCRAT,144583,227203
1996,OHIO,4,REPUBLICAN,147608,227761
1996,OHIO,5,REPUBLICAN,145892,238523
1996,OHIO,6,DEMOCRAT,118003,229926
1996,OHIO,7,REPUBLICAN,158087,233001
1996,OHIO,8,REPUBLICAN,165815,235943
1996,OHIO,9,DEMOCRAT,170617,221334
1996,OHIO,10,DEMOCRAT,110723,225696
1996,OHIO,11,DEMOCRAT,153546,189039
1996,OHIO,12,REPUBLICAN,151667,237434
1996,OHIO,13,DEMOCRAT,148690,244505
1996,OHIO,14,DEMOCRAT,124136,228435
1996,OHIO,15,REPUBLICAN,156776,221441
1996,OHIO,16,REPUBLICAN,159314,231827
1996,OHIO,17,DEMOCRAT,218283,239968
1996,OHIO,18,REPUBLICAN,117365,233843
1996,OHIO,19,REPUBLICAN,135012,246819
1996,OKLAHOMA,1,REPUBLICAN,143415,210407
1996,OKLAHOMA,2,REPUBLICAN,112273,202393
1996,OKLAHOMA,3,REPUBLICAN,98526,191508
1996,OKLAHOMA,4,REPUBLICAN,106923,185373
1996,OKLAHOMA,5,REPUBLICAN,148362,212791
1996,OKLAHOMA,6,REPUBLICAN,113499,177672
1996,OREGON,1,DEMOCRAT,144588,278604
1996,OREGON,2,REPUBLICAN,164062,266056
1996,OREGON,3,DEMOCRAT,165922,247909
1996,OREGON,4,DEMOCRAT,177270,269856
1996,OREGON,5,DEMOCRAT,139521,272636
1996,PENNSYLVANIA,1,DEMOCRAT,145210,165945
1996,PENNSYLVANIA,2,DEMOCRAT,168887,191937
1996,PENNSYLVANIA,3,DEMOCRAT,121120,175801
1996,PENNSYLVANIA,4,DEMOCRAT,142621,222167
1996,PENNSYLVANIA,5,REPUBLICAN,116303,193003
1996,PENNSYLVANIA,6,DEMOCRAT,115193,196729
1996,PENNSYLVANIA,7,REPUBLICAN,165087,246666
1996,PENNSYLVANIA,8,REPUBLICAN,133749,226322
1996,PENNSYLVANIA,9,REPUBLICAN,142105,192822
1996,PENNSYLVANIA,10,REPUBLICAN,124670,208540
1996,PENNSYLVANIA,11,DEMOCRAT,128258,188609
1996,PENNSYLVANIA,12,DEMOCRAT,136815,195481
1996,PENNSYLVANIA,13,REPUBLICAN,120304,245979
1996,PENNSYLVANIA,14,DEMOCRAT,122922,202578
1996,PENNSYLVANIA,15,DEMOCRAT,109812,200363
1996,PENNSYLVANIA,16,REPUBLICAN,124511,209602
1996,PENNSYLVANIA,17,REPUBLICAN,150678,208616
1996,PENNSYLVANIA,18,DEMOCRAT,120410,214990
1996,PENNSYLVANIA,19,REPUBLICAN,130716,208963
1996,PENNSYLVANIA,20,DEMOCRAT,113394,210402
1996,PENNSYLVANIA,21,REPUBLICAN,106875,210888
1996,RHODE ISLAND,1,DEMOCRAT,121781,175425
1996,RHODE ISLAND,2,DEMOCRAT,118827,184318
1996,SOUTH CAROLINA,1,REPUBLICAN,138467,143572
1996,SOUTH CAROLINA,2,REPUBLICAN,158229,175942
1996,SOUTH CAROLINA,3,REPUBLICAN,114273,189525
1996,SOUTH CAROLINA,4,REPUBLICAN,138165,194792
1996,SOUTH CAROLINA,5,DEMOCRAT,97335,179949
1996,SOUTH CAROLINA,6,DEMOCRAT,120132,173054
1996,SOUTH DAKOTA,0,REPUBLICAN,186393,323203
1996,TENNESSEE,1,REPUBLICAN,117676,181708
1996,TENNESSEE,2,REPUBLICAN,150953,213574
1996,TENNESSEE,3,REPUBLICAN,113408,201444
1996,TENNESSEE,4,REPUBLICAN,103091,178063
1996,TENNESSEE,5,DEMOCRAT,140264,193783
1996,TENNESSEE,6,DEMOCRAT,123846,227571
1996,TENNESSEE,7,REPUBLICAN,126737,193742
1996,TENNESSEE,8,DEMOCRAT,123681,183898
1996,TENNESSEE,9,DEMOCRAT,116345,190414
1996,TEXAS,1,DEMOCRAT,102697,199170
1996,TEXAS,2,DEMOCRAT,102908,196971
1996,TEXAS,3,REPUBLICAN,142325,195026
1996,TEXAS,4,DEMOCRAT,132126,207177
1996,TEXAS,5,REPUBLICAN,80196,151119
1996,TEXAS,6,REPUBLICAN,160800,208516
1996,TEXAS,7,REPUBLICAN,152024,186831
1996,TEXAS,8,REPUBLICAN,80325,193659
1996,TEXAS,9,REPUBLICAN,88171,189840
1996,TEXAS,10,DEMOCRAT,132066,234991
1996,TEXAS,11,DEMOCRAT,99990,175935
1996,TEXAS,12,REPUBLICAN,98349,170204
1996,TEXAS,13,REPUBLICAN,116098,173627
1996,TEXAS,14,REPUBLICAN,99961,195699
1996,TEXAS,15,DEMOCRAT,86347,138594
1996,TEXAS,16,DEMOCRAT,90260,127784
1996,TEXAS,17,DEMOCRAT,99678,192994
1996,TEXAS,18,DEMOCRAT,106111,137688
1996,TEXAS,19,REPUBLICAN,156910,195226
1996,TEXAS,20,DEMOCRAT,88190,138409
1996,TEXAS,21,REPUBLICAN,205830,269307
1996,TEXAS,22,REPUBLICAN,126056,185086
1996,TEXAS,23,REPUBLICAN,101332,163839
1996,TEXAS,24,DEMOCRAT,77847,139637
1996,TEXAS,25,DEMOCRAT,43701,128393
1996,TEXAS,26,REPUBLICAN,163708,222342
1996,TEXAS,27,DEMOCRAT,97350,150600
1996,TEXAS,28,DEMOCRAT,110148,146135
1996,TEXAS,29,DEMOCRAT,61751,91472
1996,TEXAS,30,DEMOCRAT,61723,113072
1996,UTAH,1,REPUBLICAN,150126,219779
1996,UTAH,2,REPUBLICAN,129963,236321
1996,UTAH,3,REPUBLICAN,106220,207715
1996,VERMONT,0,INDEPENDENT,140678,254706
1996,VIRGINIA,1,REPUBLICAN,165574,167235
1996,VIRGINIA,2,DEMOCRAT,106215,163996
1996,VIRGINIA,3,DEMOCRAT,118603,144418
1996,VIRGINIA,4,DEMOCRAT,160100,203666
1996,VIRGINIA,5,DEMOCRAT,120323,197923
1996,VIRGINIA,6,REPUBLICAN,133576,199361
1996,VIRGINIA,7,REPUBLICAN,189644,252505
1996,VIRGINIA,8,DEMOCRAT,152334,229421
1996,VIRGINIA,9,DEMOCRAT,122908,189077
1996,VIRGINIA,10,REPUBLICAN,169266,235013
1996,VIRGINIA,11,REPUBLICAN,138758,216482
1996,WASHINGTON,1,REPUBLICAN,141948,264135
1996,WASHINGTON,2,REPUBLICAN,124655,256944
1996,WASHINGTON,3,REPUBLICAN,123117,245347
1996,WASHINGTON,4,REPUBLICAN,108647,205149
1996,WASHINGTON,5,REPUBLICAN,131618,236784
1996,WASHINGTON,6,DEMOCRAT,155467,235910
1996,WASHINGTON,7,DEMOCRAT,209753,259094
1996,WASHINGTON,8,REPUBLICAN,170691,261031
1996,WASHINGTON,9,DEMOCRAT,105236,209867
1996,WEST VIRGINIA,1,DEMOCRAT,171334,171334
1996,WEST VIRGINIA,2,DEMOCRAT,141551,205484
1996,WEST VIRGINIA,3,DEMOCRAT,145550,145550
1996,WISCONSIN,1,REPUBLICAN,118408,232801
1996,WISCONSIN,2,REPUBLICAN,154557,269374
1996,WISCONSIN,3,DEMOCRAT,121967,234650
1996,WISCONSIN,4,DEMOCRAT,134470,233284
1996,WISCONSIN,5,DEMOCRAT,141179,192569
1996,WISCONSIN,6,REPUBLICAN,169213,231719
1996,WISCONSIN,7,DEMOCRAT,137428,240898
1996,WISCONSIN,8,DEMOCRAT,129551,249157
1996,WISCONSIN,9,REPUBLICAN,197910,265875
1996,WYOMING,0,REPUBLICAN,116004,209983
1998,ALABAMA,1,REPUBLICAN,112872,113564
1998,ALABAMA,2,REPUBLICAN,131428,189669
1998,ALABAMA,3,REPUBLICAN,101731,175217
1998,ALABAMA,4,REPUBLICAN,106297,188476
1998,ALABAMA,5,DEMOCRAT,134819,193490
1998,ALABAMA,6,REPUBLICAN,154761,215582
1998,ALABAMA,7,DEMOCRAT,136431,139181
1998,ALASKA,0,REPUBLICAN,139676,223300
1998,ARIZONA,1,REPUBLICAN,98840,152948
1998,ARIZONA,2,DEMOCRAT,57178,84363
1998,ARIZONA,3,REPUBLICAN,137618,204623
1998,ARIZONA,4,REPUBLICAN,102722,158822
1998,ARIZONA,5,REPUBLICAN,103952,201473
1998,ARIZONA,6,REPUBLICAN,106891,201537
1998,ARKANSAS,1,DEMOCRAT,1,1
1998,ARKANSAS,2,DEMOCRAT,100334,173071
1998,ARKANSAS,3,REPUBLICAN,154780,191697
1998,ARKANSAS,4,REPUBLICAN,92346,160540
1998,CALIFORNIA,1,DEMOCRAT,121713,196805
1998,CALIFORNIA,2,REPUBLICAN,128372,205347
1998,CALIFORNIA,3,REPUBLICAN,100621,192006
1998,CALIFORNIA,4,REPUBLICAN,155306,248224
1998,CALIFORNIA,5,DEMOCRAT,130715,181768
1998,CALIFORNIA,6,DEMOCRAT,158446,232981
1998,CALIFORNIA,7,DEMOCRAT,125842,164132
1998,CALIFORNIA,8,DEMOCRAT,148027,172462
1998,CALIFORNIA,9,DEMOCRAT,140722,169895
1998,CALIFORNIA,10,DEMOCRAT,127134,237809
1998,CALIFORNIA,11,REPUBLICAN,95496,155449
1998,CALIFORNIA,12,DEMOCRAT,128135,173212
1998,CALIFORNIA,13,DEMOCRAT,101671,142787
1998,CALIFORNIA,14,DEMOCRAT,129663,188910
1998,CALIFORNIA,15,REPUBLICAN,111876,184778
1998,CALIFORNIA,16,DEMOCRAT,85503,117414
1998,CALIFORNIA,17,DEMOCRAT,103719,160690
1998,CALIFORNIA,18,DEMOCRAT,118842,136931
1998,CALIFORNIA,19,REPUBLICAN,131105,165149
1998,CALIFORNIA,20,DEMOCRAT,60599,99782
1998,CALIFORNIA,21,REPUBLICAN,115989,146983
1998,CALIFORNIA,22,DEMOCRAT,109517,199264
1998,CALIFORNIA,23,REPUBLICAN,96322,160354
1998,CALIFORNIA,24,DEMOCRAT,103491,180580
1998,CALIFORNIA,25,REPUBLICAN,114013,152682
1998,CALIFORNIA,26,DEMOCRAT,69000,83662
1998,CALIFORNIA,27,REPUBLICAN,80702,159066
1998,CALIFORNIA,28,REPUBLICAN,90607,157200
1998,CALIFORNIA,29,DEMOCRAT,131561,178094
1998,CALIFORNIA,30,DEMOCRAT,58230,70671
1998,CALIFORNIA,31,DEMOCRAT,61173,87360
1998,CALIFORNIA,32,DEMOCRAT,112253,129492
1998,CALIFORNIA,33,DEMOCRAT,43310,49674
1998,CALIFORNIA,34,DEMOCRAT,76471,113075
1998,CALIFORNIA,35,DEMOCRAT,78732,88145
1998,CALIFORNIA,36,REPUBLICAN,88843,181706
1998,CALIFORNIA,37,DEMOCRAT,70026,82327
1998,CALIFORNIA,38,REPUBLICAN,71386,134858
1998,CALIFORNIA,39,REPUBLICAN,97366,155465
1998,CALIFORNIA,40,REPUBLICAN,97406,150125
1998,CALIFORNIA,41,REPUBLICAN,68310,128414
1998,CALIFORNIA,42,DEMOCRAT,62207,112520
1998,CALIFORNIA,43,REPUBLICAN,83012,149071
1998,CALIFORNIA,44,REPUBLICAN,97013,161528
1998,CALIFORNIA,45,REPUBLICAN,94296,160770
1998,CALIFORNIA,46,DEMOCRAT,47964,85002
1998,CALIFORNIA,47,REPUBLICAN,132711,196316
1998,CALIFORNIA,48,REPUBLICAN,138948,180719
1998,CALIFORNIA,49,REPUBLICAN,90516,185519
1998,CALIFORNIA,50,DEMOCRAT,77354,77354
1998,CALIFORNIA,51,REPUBLICAN,126229,206878
1998,CALIFORNIA,52,REPUBLICAN,116251,153564
1998,COLORADO,1,DEMOCRAT,116628,174305
1998,COLORADO,2,DEMOCRAT,113946,228442
1998,COLORADO,3,REPUBLICAN,156501,236653
1998,COLORADO,4,REPUBLICAN,131318,221291
1998,COLORADO,5,REPUBLICAN,155790,214270
1998,COLORADO,6,REPUBLICAN,111374,199188
1998,CONNECTICUT,1,DEMOCRAT,97681,168264
1998,CONNECTICUT,2,DEMOCRAT,99567,163201
1998,CONNECTICUT,3,DEMOCRAT,109726,153851
1998,CONNECTICUT,4,REPUBLICAN,94767,137204
1998,CONNECTICUT,5,DEMOCRAT,78394,157157
1998,CONNECTICUT,6,REPUBLICAN,101630,174781
1998,DELAWARE,0,REPUBLICAN,119811,180529
1998,FLORIDA,1,REPUBLICAN,140525,141188
1998,FLORIDA,2,DEMOCRAT,138440,145420
1998,FLORIDA,3,DEMOCRAT,66621,120151
1998,FLORIDA,4,REPUBLICAN,1,1
1998,FLORIDA,5,DEMOCRAT,132005,199152
1998,FLORIDA,6,REPUBLICAN,1,1
1998,FLORIDA,7,REPUBLICAN,1,1
1998,FLORIDA,8,REPUBLICAN,104298,158575
1998,FLORIDA,9,REPUBLICAN,1,1
1998,FLORIDA,10,REPUBLICAN,1,1
1998,FLORIDA,11,DEMOCRAT,85262,131438
1998,FLORIDA,12,REPUBLICAN,1,1
1998,FLORIDA,13,REPUBLICAN,1,1
1998,FLORIDA,14,REPUBLICAN,1,1
1998,FLORIDA,15,REPUBLICAN,129278,204932
1998,FLORIDA,16,REPUBLICAN,1,1
1998,FLORIDA,17,DEMOCRAT,1,1
1998,FLORIDA,18,REPUBLICAN,1,1
1998,FLORIDA,19,DEMOCRAT,1,1
1998,FLORIDA,20,DEMOCRAT,1,1
1998,FLORIDA,21,REPUBLICAN,84018,112396
1998,FLORIDA,22,REPUBLICAN,1,1
1998,FLORIDA,23,DEMOCRAT,1,1
1998,GEORGIA,1,REPUBLICAN,92229,92229
1998,GEORGIA,2,DEMOCRAT,77953,137258
1998,GEORGIA,3,REPUBLICAN,123064,123064
1998,GEORGIA,4,DEMOCRAT,100622,164772
1998,GEORGIA,5,DEMOCRAT,109177,139054
1998,GEORGIA,6,REPUBLICAN,164966,233332
1998,GEORGIA,7,REPUBLICAN,85982,155275
1998,GEORGIA,8,REPUBLICAN,87993,141072
1998,GEORGIA,9,REPUBLICAN,122713,122713
1998,GEORGIA,10,REPUBLICAN,88527,148531
1998,GEORGIA,11,REPUBLICAN,120909,174419
1998,HAWAII,1,DEMOCRAT,116693,189571
1998,HAWAII,2,DEMOCRAT,144254,207871
1998,IDAHO,1,REPUBLICAN,113231,204884
1998,IDAHO,2,REPUBLICAN,91337,173945
1998,ILLINOIS,1,DEMOCRAT,151890,174365
1998,ILLINOIS,2,DEMOCRAT,148985,166668
1998,ILLINOIS,3,DEMOCRAT,115887,159899
1998,ILLINOIS,4,DEMOCRAT,54244,66356
1998,ILLINOIS,5,DEMOCRAT,95738,129425
1998,ILLINOIS,6,REPUBLICAN,111603,165708
1998,ILLINOIS,7,DEMOCRAT,130984,140968
1998,ILLINOIS,8,REPUBLICAN,104242,151856
1998,ILLINOIS,9,DEMOCRAT,107878,144610
1998,ILLINOIS,10,REPUBLICAN,138429,138429
1998,ILLINOIS,11,REPUBLICAN,100597,171055
1998,ILLINOIS,12,DEMOCRAT,99605,165014
1998,ILLINOIS,13,REPUBLICAN,121889,199767
1998,ILLINOIS,14,REPUBLICAN,117304,168148
1998,ILLINOIS,15,REPUBLICAN,104255,169309
1998,ILLINOIS,16,REPUBLICAN,143686,143686
1998,ILLINOIS,17,DEMOCRAT,100128,194200
1998,ILLINOIS,18,REPUBLICAN,158175,158177
