"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"10 years"	"10"	"Female"	"F"	"2016"	"2016"	Suppressed	30063	Suppressed
	"Alabama"	"01"	"10 years"	"10"	"Female"	"F"	"2017"	"2017"	Suppressed	30624	Suppressed
	"Alabama"	"01"	"10 years"	"10"	"Female"	"F"	"2018"	"2018"	Suppressed	30972	Suppressed
	"Alabama"	"01"	"10 years"	"10"	"Female"	"F"	"2019"	"2019"	Suppressed	29815	Suppressed
	"Alabama"	"01"	"10 years"	"10"	"Female"	"F"	"2020 "	"2020"	Suppressed	29707	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2013"	"2013"	Suppressed	30155	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2014"	"2014"	Suppressed	29944	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2015"	"2015"	Suppressed	30112	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2016"	"2016"	Suppressed	29913	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2017"	"2017"	Suppressed	30194	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2018"	"2018"	Suppressed	30781	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2019"	"2019"	Suppressed	31114	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2020 "	"2020"	Suppressed	30099	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2013"	"2013"	Suppressed	31539	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2014"	"2014"	Suppressed	30248	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2015"	"2015"	Suppressed	29948	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2016"	"2016"	Suppressed	30021	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2017"	"2017"	Suppressed	29930	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2018"	"2018"	Suppressed	30264	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2019"	"2019"	Suppressed	30837	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2020 "	"2020"	Suppressed	31264	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2013"	"2013"	Suppressed	32224	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2014"	"2014"	Suppressed	31595	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2015"	"2015"	Suppressed	30251	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2016"	"2016"	10	29947	Unreliable
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2017"	"2017"	Suppressed	30044	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2018"	"2018"	Suppressed	30108	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2019"	"2019"	Suppressed	30382	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2020 "	"2020"	Suppressed	30973	Suppressed
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2013"	"2013"	Suppressed	31477	Suppressed
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2014"	"2014"	Suppressed	32281	Suppressed
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2015"	"2015"	11	31527	Unreliable
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2016"	"2016"	Suppressed	30273	Suppressed
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2017"	"2017"	Suppressed	30189	Suppressed
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2018"	"2018"	0	30093	Unreliable
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2019"	"2019"	Suppressed	30216	Suppressed
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2020 "	"2020"	Suppressed	30465	Suppressed
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2013"	"2013"	Suppressed	31416	Suppressed
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2014"	"2014"	Suppressed	31561	Suppressed
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2015"	"2015"	Suppressed	32349	Suppressed
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2016"	"2016"	14	31549	Unreliable
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2017"	"2017"	15	30267	Unreliable
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2018"	"2018"	12	30307	Unreliable
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2019"	"2019"	Suppressed	30166	Suppressed
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2020 "	"2020"	Suppressed	30352	Suppressed
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2013"	"2013"	Suppressed	30834	Suppressed
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2014"	"2014"	Suppressed	31504	Suppressed
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2015"	"2015"	11	31624	Unreliable
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2016"	"2016"	13	32465	Unreliable
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2017"	"2017"	Suppressed	31894	Suppressed
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2018"	"2018"	11	30409	Unreliable
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2019"	"2019"	10	30435	Unreliable
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2020 "	"2020"	Suppressed	30290	Suppressed
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2013"	"2013"	15	31025	Unreliable
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2014"	"2014"	Suppressed	30859	Suppressed
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2015"	"2015"	16	31684	Unreliable
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2016"	"2016"	13	31622	Unreliable
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2017"	"2017"	13	32331	Unreliable
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2018"	"2018"	16	31958	Unreliable
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2019"	"2019"	10	30537	Unreliable
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2020 "	"2020"	Suppressed	30526	Suppressed
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2013"	"2013"	14	31549	Unreliable
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2014"	"2014"	19	30498	Unreliable
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2015"	"2015"	13	30694	Unreliable
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2016"	"2016"	14	31223	Unreliable
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2017"	"2017"	Suppressed	31185	Suppressed
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2018"	"2018"	16	31675	Unreliable
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2019"	"2019"	17	31317	Unreliable
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2020 "	"2020"	18	30044	Unreliable
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2013"	"2013"	13	32275	Unreliable
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2014"	"2014"	19	32000	Unreliable
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2015"	"2015"	18	30996	Unreliable
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2016"	"2016"	20	31149	64.2
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2017"	"2017"	13	31395	Unreliable
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2018"	"2018"	16	31348	Unreliable
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2019"	"2019"	21	32074	65.5
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2020 "	"2020"	17	31641	Unreliable
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2013"	"2013"	25	33482	74.7
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2014"	"2014"	16	33384	Unreliable
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2015"	"2015"	24	32788	73.2
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2016"	"2016"	24	31810	75.4
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2017"	"2017"	18	31803	Unreliable
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2018"	"2018"	16	32020	Unreliable
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2019"	"2019"	25	32173	77.7
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2020 "	"2020"	18	32839	Unreliable
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2013"	"2013"	21	35176	59.7
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2014"	"2014"	18	33863	Unreliable
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2015"	"2015"	24	33494	71.7
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2016"	"2016"	23	33000	69.7
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2017"	"2017"	22	32019	68.7
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2018"	"2018"	22	32157	68.4
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2019"	"2019"	14	32464	Unreliable
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2020 "	"2020"	29	32583	89.0
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2013"	"2013"	20	37295	53.6
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2014"	"2014"	27	35103	76.9
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2015"	"2015"	25	33563	74.5
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2016"	"2016"	28	33293	84.1
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2017"	"2017"	27	32815	82.3
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2018"	"2018"	20	32096	62.3
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2019"	"2019"	28	32284	86.7
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2020 "	"2020"	17	32613	Unreliable
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2013"	"2013"	27	36820	73.3
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2014"	"2014"	23	37196	61.8
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2015"	"2015"	29	34611	83.8
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2016"	"2016"	27	33365	80.9
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2017"	"2017"	26	33413	77.8
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2018"	"2018"	27	32484	83.1
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2019"	"2019"	26	31902	81.5
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2020 "	"2020"	33	32059	102.9
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2013"	"2013"	28	34113	82.1
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2014"	"2014"	28	36395	76.9
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2015"	"2015"	21	36489	57.6
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2016"	"2016"	24	33829	70.9
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2017"	"2017"	27	33181	81.4
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2018"	"2018"	26	32807	79.3
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2019"	"2019"	19	31876	Unreliable
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2020 "	"2020"	30	31373	95.6
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2013"	"2013"	20	32328	61.9
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2014"	"2014"	23	33887	67.9
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2015"	"2015"	30	36044	83.2
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2016"	"2016"	19	35818	Unreliable
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2017"	"2017"	29	34293	84.6
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2018"	"2018"	29	32600	89.0
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2019"	"2019"	27	32519	83.0
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2020 "	"2020"	34	31732	107.1
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2013"	"2013"	22	31447	70.0
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2014"	"2014"	21	32154	65.3
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2015"	"2015"	26	33704	77.1
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2016"	"2016"	27	35653	75.7
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2017"	"2017"	20	35713	56.0
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2018"	"2018"	31	33983	91.2
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2019"	"2019"	33	32380	101.9
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2020 "	"2020"	24	32337	74.2
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2013"	"2013"	21	31436	66.8
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2014"	"2014"	26	31275	83.1
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2015"	"2015"	39	32170	121.2
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2016"	"2016"	31	33406	92.8
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2017"	"2017"	46	35386	130.0
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2018"	"2018"	31	35592	87.1
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2019"	"2019"	19	33875	Unreliable
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2020 "	"2020"	25	32572	76.8
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2013"	"2013"	43	31713	135.6
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2014"	"2014"	40	31337	127.6
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2015"	"2015"	22	31346	70.2
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2016"	"2016"	33	31766	103.9
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2017"	"2017"	26	33205	78.3
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2018"	"2018"	34	35223	96.5
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2019"	"2019"	25	35491	70.4
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2020 "	"2020"	33	33835	97.5
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2013"	"2013"	32	30972	103.3
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2014"	"2014"	27	31693	85.2
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2015"	"2015"	39	31453	124.0
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2016"	"2016"	33	31103	106.1
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2017"	"2017"	37	31811	116.3
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2018"	"2018"	44	33264	132.3
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2019"	"2019"	36	35239	102.2
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2020 "	"2020"	33	35587	92.7
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2013"	"2013"	38	31221	121.7
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2014"	"2014"	29	31031	93.5
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2015"	"2015"	58	31535	183.9
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2016"	"2016"	34	31229	108.9
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2017"	"2017"	33	30737	107.4
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2018"	"2018"	36	31721	113.5
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2019"	"2019"	41	33135	123.7
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2020 "	"2020"	46	35328	130.2
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	"2013"	"2013"	28	31332	89.4
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	"2014"	"2014"	37	31269	118.3
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	"2015"	"2015"	36	30977	116.2
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	"2016"	"2016"	40	31283	127.9
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	"2017"	"2017"	41	30824	133.0
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	"2018"	"2018"	29	30651	94.6
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	"2019"	"2019"	42	31534	133.2
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	"2020 "	"2020"	62	33187	186.8
	"Alabama"	"01"	"32 years"	"32"	"Female"	"F"	"2013"	"2013"	45	31544	142.7
	"Alabama"	"01"	"32 years"	"32"	"Female"	"F"	"2014"	"2014"	40	31500	127.0
	"Alabama"	"01"	"32 years"	"32"	"Female"	"F"	"2015"	"2015"	44	31260	140.8
	"Alabama"	"01"	"32 years"	"32"	"Female"	"F"	"2016"	"2016"	43	30904	139.1
