"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"10 years"	"10"	"Male"	"M"	"2018"	"2018"	Suppressed	31887	Suppressed
	"Alabama"	"01"	"10 years"	"10"	"Male"	"M"	"2019"	"2019"	Suppressed	31082	Suppressed
	"Alabama"	"01"	"10 years"	"10"	"Male"	"M"	"2020 "	"2020"	Suppressed	30780	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2013"	"2013"	Suppressed	31353	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2014"	"2014"	11	30989	Unreliable
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2015"	"2015"	Suppressed	31324	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2016"	"2016"	Suppressed	31096	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2017"	"2017"	Suppressed	31489	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2018"	"2018"	Suppressed	31987	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2019"	"2019"	Suppressed	31969	Suppressed
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2020 "	"2020"	Suppressed	31113	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2013"	"2013"	Suppressed	32943	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2014"	"2014"	Suppressed	31424	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2015"	"2015"	Suppressed	31027	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2016"	"2016"	Suppressed	31297	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2017"	"2017"	14	31418	Unreliable
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2018"	"2018"	Suppressed	31518	Suppressed
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2019"	"2019"	15	32069	Unreliable
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2020 "	"2020"	11	32057	Unreliable
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2013"	"2013"	Suppressed	33447	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2014"	"2014"	11	32920	Unreliable
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2015"	"2015"	Suppressed	31443	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2016"	"2016"	Suppressed	30980	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2017"	"2017"	Suppressed	31386	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2018"	"2018"	Suppressed	31419	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2019"	"2019"	Suppressed	31501	Suppressed
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2020 "	"2020"	Suppressed	32093	Suppressed
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2013"	"2013"	Suppressed	32461	Suppressed
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2014"	"2014"	Suppressed	33639	Suppressed
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2015"	"2015"	Suppressed	32942	Suppressed
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2016"	"2016"	Suppressed	31419	Suppressed
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2017"	"2017"	15	31291	Unreliable
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2018"	"2018"	15	31466	Unreliable
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2019"	"2019"	13	31513	Unreliable
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2020 "	"2020"	Suppressed	31659	Suppressed
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2013"	"2013"	11	32714	Unreliable
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2014"	"2014"	18	32518	Unreliable
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2015"	"2015"	13	33614	Unreliable
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2016"	"2016"	20	32851	60.9
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2017"	"2017"	14	31330	Unreliable
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2018"	"2018"	12	31301	Unreliable
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2019"	"2019"	22	31574	69.7
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2020 "	"2020"	18	31619	Unreliable
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2013"	"2013"	18	32376	Unreliable
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2014"	"2014"	26	32675	79.6
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2015"	"2015"	21	32465	64.7
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2016"	"2016"	23	33486	68.7
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2017"	"2017"	24	33034	72.7
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2018"	"2018"	22	31338	70.2
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2019"	"2019"	13	31364	Unreliable
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2020 "	"2020"	26	31601	82.3
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2013"	"2013"	36	32100	112.1
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2014"	"2014"	30	32245	93.0
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2015"	"2015"	30	32786	91.5
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2016"	"2016"	34	32287	105.3
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2017"	"2017"	23	33319	69.0
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2018"	"2018"	28	32929	85.0
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2019"	"2019"	29	31407	92.3
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2020 "	"2020"	35	31361	111.6
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2013"	"2013"	28	32815	85.3
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2014"	"2014"	34	31313	108.6
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2015"	"2015"	44	31939	137.8
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2016"	"2016"	52	32034	162.3
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2017"	"2017"	47	32023	146.8
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2018"	"2018"	40	32606	122.7
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2019"	"2019"	54	32217	167.6
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2020 "	"2020"	56	30646	182.7
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2013"	"2013"	40	33746	118.5
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2014"	"2014"	40	32679	122.4
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2015"	"2015"	43	31410	136.9
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2016"	"2016"	66	31880	207.0
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2017"	"2017"	53	32029	165.5
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2018"	"2018"	65	31809	204.3
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2019"	"2019"	53	32524	163.0
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2020 "	"2020"	59	32047	184.1
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2013"	"2013"	49	34303	142.8
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2014"	"2014"	47	33811	139.0
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2015"	"2015"	56	32541	172.1
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2016"	"2016"	66	31443	209.9
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2017"	"2017"	55	31884	172.5
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2018"	"2018"	48	31934	150.3
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2019"	"2019"	55	31765	173.1
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2020 "	"2020"	59	32388	182.2
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2013"	"2013"	66	35585	185.5
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2014"	"2014"	49	34392	142.5
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2015"	"2015"	56	33947	165.0
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2016"	"2016"	55	32816	167.6
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2017"	"2017"	63	32249	195.4
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2018"	"2018"	59	32101	183.8
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2019"	"2019"	56	32126	174.3
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2020 "	"2020"	64	32198	198.8
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2013"	"2013"	70	37068	188.8
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2014"	"2014"	51	35947	141.9
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2015"	"2015"	57	34609	164.7
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2016"	"2016"	64	34400	186.0
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2017"	"2017"	75	33268	225.4
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2018"	"2018"	68	32639	208.3
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2019"	"2019"	50	32326	154.7
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2020 "	"2020"	82	32723	250.6
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2013"	"2013"	58	37175	156.0
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2014"	"2014"	63	36859	170.9
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2015"	"2015"	63	35660	176.7
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2016"	"2016"	80	34513	231.8
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2017"	"2017"	58	34450	168.4
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2018"	"2018"	79	33238	237.7
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2019"	"2019"	63	32557	193.5
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2020 "	"2020"	82	32461	252.6
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2013"	"2013"	63	34316	183.6
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2014"	"2014"	65	36396	178.6
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2015"	"2015"	70	35919	194.9
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2016"	"2016"	81	34861	232.4
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2017"	"2017"	65	34515	188.3
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2018"	"2018"	68	33744	201.5
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2019"	"2019"	52	32619	159.4
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2020 "	"2020"	68	32027	212.3
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2013"	"2013"	51	32086	158.9
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2014"	"2014"	45	33319	135.1
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2015"	"2015"	70	35543	196.9
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2016"	"2016"	80	35214	227.2
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2017"	"2017"	74	34552	214.2
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2018"	"2018"	71	33797	210.1
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2019"	"2019"	63	33051	190.6
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2020 "	"2020"	97	31940	303.7
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2013"	"2013"	61	30899	197.4
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2014"	"2014"	55	31774	173.1
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2015"	"2015"	68	33072	205.6
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2016"	"2016"	86	35406	242.9
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2017"	"2017"	83	35168	236.0
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2018"	"2018"	48	34149	140.6
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2019"	"2019"	67	33347	200.9
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2020 "	"2020"	74	32722	226.1
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2013"	"2013"	73	30470	239.6
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2014"	"2014"	60	30391	197.4
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2015"	"2015"	66	31518	209.4
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2016"	"2016"	88	32680	269.3
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2017"	"2017"	78	34737	224.5
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2018"	"2018"	92	34741	264.8
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2019"	"2019"	77	33722	228.3
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2020 "	"2020"	89	33077	269.1
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2013"	"2013"	72	30831	233.5
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2014"	"2014"	54	30203	178.8
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2015"	"2015"	61	30223	201.8
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2016"	"2016"	77	31264	246.3
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2017"	"2017"	83	32600	254.6
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2018"	"2018"	80	34374	232.7
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2019"	"2019"	80	34479	232.0
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2020 "	"2020"	73	33659	216.9
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2013"	"2013"	66	29361	224.8
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2014"	"2014"	61	30618	199.2
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2015"	"2015"	78	30131	258.9
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2016"	"2016"	67	29825	224.6
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2017"	"2017"	74	30686	241.2
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2018"	"2018"	81	32291	250.8
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2019"	"2019"	71	34035	208.6
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2020 "	"2020"	96	34438	278.8
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2013"	"2013"	74	30582	242.0
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2014"	"2014"	77	29330	262.5
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2015"	"2015"	82	30706	267.0
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2016"	"2016"	78	30189	258.4
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2017"	"2017"	75	29994	250.1
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2018"	"2018"	71	30524	232.6
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2019"	"2019"	87	32198	270.2
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2020 "	"2020"	112	34067	328.8
	"Alabama"	"01"	"31 years"	"31"	"Male"	"M"	"2013"	"2013"	72	30338	237.3
	"Alabama"	"01"	"31 years"	"31"	"Male"	"M"	"2014"	"2014"	80	30524	262.1
	"Alabama"	"01"	"31 years"	"31"	"Male"	"M"	"2015"	"2015"	67	29254	229.0
	"Alabama"	"01"	"31 years"	"31"	"Male"	"M"	"2016"	"2016"	101	30461	331.6
	"Alabama"	"01"	"31 years"	"31"	"Male"	"M"	"2017"	"2017"	83	29482	281.5
	"Alabama"	"01"	"31 years"	"31"	"Male"	"M"	"2018"	"2018"	89	29788	298.8
	"Alabama"	"01"	"31 years"	"31"	"Male"	"M"	"2019"	"2019"	82	30413	269.6
	"Alabama"	"01"	"31 years"	"31"	"Male"	"M"	"2020 "	"2020"	107	32286	331.4
	"Alabama"	"01"	"32 years"	"32"	"Male"	"M"	"2013"	"2013"	74	30718	240.9
	"Alabama"	"01"	"32 years"	"32"	"Male"	"M"	"2014"	"2014"	70	30188	231.9
	"Alabama"	"01"	"32 years"	"32"	"Male"	"M"	"2015"	"2015"	83	30342	273.5
	"Alabama"	"01"	"32 years"	"32"	"Male"	"M"	"2016"	"2016"	73	28883	252.7
	"Alabama"	"01"	"32 years"	"32"	"Male"	"M"	"2017"	"2017"	93	29873	311.3
	"Alabama"	"01"	"32 years"	"32"	"Male"	"M"	"2018"	"2018"	90	29172	308.5
	"Alabama"	"01"	"32 years"	"32"	"Male"	"M"	"2019"	"2019"	79	29731	265.7
	"Alabama"	"01"	"32 years"	"32"	"Male"	"M"	"2020 "	"2020"	94	30503	308.2
