,death
2348,0
66031,1
179329,1
11279,0
64156,0
57433,1
30148,1
102003,0
96891,0
118096,0
79525,0
53169,0
29832,0
92548,0
53717,0
145072,0
108118,0
40985,1
88182,0
120188,1
112759,0
76410,0
54618,1
44230,0
200495,1
110679,0
191579,0
139744,0
45064,0
40130,1
8100,0
9405,1
84070,0
105526,0
1375,1
138688,0
111857,0
59525,1
23846,0
78356,0
99207,0
83620,1
54646,0
35269,1
63110,0
70806,1
107389,0
121877,1
105206,1
28390,0
122831,1
134780,0
139114,0
142584,0
205484,0
117843,0
46403,0
19045,0
200354,1
39265,0
100069,0
124015,1
176397,1
158006,0
23707,0
66955,1
58630,0
1167,0
120995,1
51881,0
110514,0
170059,1
79095,0
204946,1
32190,1
72251,1
214938,0
179240,0
206629,0
77007,0
128563,0
199383,0
98807,0
204154,0
170242,1
191418,0
124469,1
90805,0
124637,1
159418,1
89112,0
5232,0
177695,0
129311,0
40318,0
89584,0
116961,1
216211,0
20835,0
205018,1
41129,0
10470,0
70673,0
110382,1
191717,0
4580,1
7970,1
171101,1
45736,1
4831,0
47440,0
209975,1
27947,1
47376,0
145253,0
122365,0
198026,0
6317,0
1546,0
111666,1
137215,1
178303,0
103869,0
179704,1
94743,1
59821,0
19809,0
74707,1
122075,0
53089,0
3663,1
2820,1
189114,1
117963,0
114203,1
178679,1
200763,1
150948,0
128942,0
34971,1
59083,0
164983,0
26706,0
183655,1
106955,0
146110,0
111916,0
122857,0
1812,0
188696,0
2295,0
124247,0
126981,1
143712,0
131233,1
88693,0
38327,1
66455,0
27023,0
68876,1
53887,1
64336,1
36687,0
129679,0
123178,1
28643,0
113198,1
82420,0
2585,0
98412,0
176486,0
172625,0
213057,0
47325,0
175401,0
34414,0
92473,0
205385,0
143072,0
109213,0
70951,1
55043,0
185334,0
46202,0
68837,1
27483,1
41794,0
51237,0
212039,1
17964,0
91434,0
66666,0
85914,0
69708,0
78969,1
184173,0
158018,1
100866,1
150682,1
96608,0
204684,0
204518,1
51634,0
132634,1
82531,1
147122,0
47500,1
88220,0
124368,0
198265,1
35651,0
30472,0
138645,0
99803,0
17803,1
190274,0
20560,0
36865,1
70521,0
194627,1
214329,0
194617,1
27990,1
83210,0
106029,0
86625,1
44518,0
154723,0
40977,0
196989,0
51220,1
155365,1
10125,0
7265,0
176419,0
33887,0
37262,1
130269,0
113827,0
101550,0
32066,0
195147,0
42942,1
162825,1
159403,1
153915,0
65666,0
50843,0
181412,0
189328,1
143743,0
57844,0
127452,0
147608,0
14076,0
160432,0
141687,0
133689,0
13664,1
65410,1
73504,0
19805,0
110822,0
134757,0
188697,1
196969,1
35468,0
149072,1
215834,0
62781,0
20861,0
81605,0
70504,1
107796,0
207842,0
75281,1
77046,0
17447,1
158282,0
84239,0
97888,1
117447,1
188100,1
111086,0
67371,0
68,0
199580,1
86685,0
53007,0
213972,0
108905,0
210683,1
152423,0
43542,1
160801,1
116828,0
102140,1
33664,0
37473,0
63376,0
205615,0
175805,0
114595,0
13446,0
45039,0
6444,0
40312,1
139100,1
33210,0
175128,1
100736,0
21565,1
161555,0
54095,0
107741,0
52010,0
170255,1
5438,0
7997,0
205233,0
156943,0
45122,0
189064,0
86534,0
38484,0
151557,0
54778,0
187777,0
131487,0
43889,0
193235,0
155791,1
161993,1
149504,0
198686,0
67309,0
190153,0
66213,0
124656,1
54813,0
202153,0
189752,0
50535,0
90587,1
136913,1
53907,0
208577,0
112108,0
204682,1
13185,0
120094,0
182987,0
32965,0
149044,0
187902,1
148693,0
15880,0
85125,0
58793,0
184962,1
195386,0
76655,0
27383,1
8035,0
29745,0
154870,0
126946,1
151501,0
108927,1
157472,1
100174,0
86012,0
83132,0
167798,0
51042,0
98096,0
99553,0
45867,0
20808,0
101324,0
68100,1
146880,0
215381,1
195908,0
148422,0
160357,1
20300,1
109650,0
130209,0
97403,1
63374,1
69932,1
37365,1
81499,0
143353,0
162045,0
95271,0
200102,0
118380,1
181932,1
156948,0
166239,1
204996,0
33449,0
106155,0
180962,0
22168,0
204139,0
144161,0
17258,1
160614,0
74439,1
190073,0
131197,0
76703,0
151247,1
189622,1
41247,1
212615,1
184465,1
35362,1
90508,0
177317,0
124660,0
189286,1
7768,0
45440,1
173432,1
107020,0
136785,1
144338,0
155618,0
79093,1
214687,0
83587,0
77301,0
214185,0
59732,1
75117,1
100234,0
52045,0
124417,0
76258,1
149063,1
104181,0
115829,1
39298,0
94494,0
150852,0
122605,1
182998,0
68621,0
81382,0
134671,1
141192,0
205331,1
205736,0
25108,1
141158,1
122246,1
204981,0
135597,0
126977,0
170774,0
55263,0
98480,1
63783,0
39847,0
103398,0
22825,0
198711,0
64441,1
183328,1
208582,0
151971,0
146772,1
53734,0
155799,1
149439,0
91064,0
155546,0
55594,0
34439,0
182996,1
49955,0
46192,1
102184,0
176264,0
128682,0
210794,0
196056,0
196059,0
75610,1
208983,0
148017,1
94553,0
26265,0
193596,0
61002,0
31349,0
4303,1
203679,0
139874,0
89135,0
110522,0
67374,1
12574,1
164298,1
130240,0
189010,1
201426,1
84664,0
130282,0
35711,0
164952,1
205399,0
59513,1
211673,0
3373,0
210353,0
74281,0
190441,1
138268,0
158464,0
179606,0
188638,0
76724,0
142010,0
100425,0
141828,0
3549,0
77365,1
29225,0
9786,0
33724,0
77023,1
134746,0
147745,1
165367,0
7255,0
12898,0
24937,0
99384,1
27403,1
163379,1
129249,0
132561,0
75083,0
101005,1
11567,0
88314,0
132011,0
145757,0
30580,0
142430,0
60388,0
30439,0
81609,0
100537,0
137833,0
119697,1
190882,1
48723,0
151225,1
196340,0
130309,0
90176,0
195239,0
88200,0
171530,1
141992,1
8222,0
206046,1
32459,0
116848,0
4438,0
42694,1
76099,0
91025,1
1550,1
134466,0
119452,0
53223,0
12123,1
62764,1
188819,0
22151,0
137145,0
134202,1
192900,1
131592,1
124222,0
177500,1
25400,0
132794,1
106346,1
35219,0
62463,0
210910,1
164133,0
32556,0
71251,0
210634,0
643,0
95373,0
16080,1
141885,0
64161,0
87754,0
9987,1
64420,1
207325,1
136389,0
38595,1
184077,0
178552,0
66041,0
101949,1
121989,0
30371,0
168529,0
86188,0
213402,1
13862,0
22977,1
135579,0
173848,0
72202,0
159766,0
47563,0
129252,0
118147,1
108527,0
21311,0
153338,0
205957,0
88538,0
142901,0
24678,0
69925,0
69271,1
133002,1
173413,1
19784,0
139478,1
84005,1
47581,0
38526,0
35394,0
209807,0
190920,0
172423,0
162963,0
82834,0
4082,0
37532,0
199961,0
99136,1
58635,1
108646,0
82417,0
212707,1
66225,0
183607,0
107105,0
183537,0
83293,0
32984,0
37092,0
171797,0
92109,1
159441,0
46526,0
145085,0
11980,0
142627,0
61703,0
138814,0
84669,1
72975,1
78036,0
109086,0
181186,0
102418,1
66141,0
174871,0
207638,0
202400,0
93366,0
171649,0
6573,0
49909,0
89344,0
205542,0
96839,0
120079,0
198709,1
131574,0
194304,1
153245,0
99880,0
41978,0
177965,0
125179,1
157718,1
82358,1
46213,0
23476,0
7332,0
44253,1
142419,0
58067,0
173163,0
111972,1
34240,1
175353,0
84486,0
213510,1
33881,1
12139,0
211199,1
15615,1
61680,1
199859,0
17654,0
30206,0
145812,0
95650,1
145112,0
149508,0
59056,1
131979,0
202680,1
191196,1
148862,1
43641,0
167067,1
93120,0
58786,0
187106,0
46657,1
207593,0
64761,0
41829,0
211982,0
200734,0
64444,1
205516,0
174632,1
92110,0
57248,0
131346,1
72316,0
159755,0
135392,0
157085,1
128465,0
155951,0
57530,1
206895,0
201915,0
167151,0
86257,0
180920,1
47197,0
59228,1
118293,1
8538,0
2722,0
29342,1
52378,0
94322,0
148433,0
197578,0
119658,0
124970,1
128795,0
85919,1
80277,0
75838,0
120564,1
129625,0
204171,1
185436,0
38965,0
50482,1
134042,0
95615,0
52720,1
147395,0
34021,0
31586,0
80569,0
50533,1
192417,1
90833,1
181612,0
130783,1
114160,0
146716,1
48700,1
47180,0
4275,0
126684,0
150051,0
14119,0
52793,0
22996,0
214744,0
55348,0
72482,0
183840,0
83787,0
142898,0
147961,0
172705,1
85788,1
125311,1
84487,0
73088,0
10386,1
86007,1
131377,1
196418,0
173668,1
118116,1
118786,0
6368,0
115716,1
171639,0
115737,1
144151,1
50093,0
147806,0
61642,1
198683,1
22792,0
77102,0
134654,0
97251,1
91476,0
56729,0
71385,0
109988,1
135552,0
1388,1
154994,0
97748,0
105507,0
20825,1
200209,0
55171,0
49299,1
84881,0
12373,0
188625,0
132477,0
146287,0
18271,0
5719,0
40483,0
92715,1
12900,0
94433,1
8022,0
209401,1
146317,0
154882,0
123851,1
76513,0
176272,0
100397,0
167730,1
203396,1
148169,1
115908,1
179687,1
5283,0
102283,0
143848,0
116816,1
184087,1
209691,0
192757,1
131415,0
89009,0
52887,0
139699,0
17607,0
157670,0
130796,0
208006,0
104029,0
167745,1
216220,1
187412,0
186289,0
98081,0
15194,0
210991,0
107803,0
132915,0
207932,0
2143,0
27822,0
33498,0
87100,0
2139,0
62433,1
17755,1
129343,0
184792,0
143779,1
64982,0
103540,0
162839,1
73446,0
63752,0
158710,1
46952,0
186183,0
36821,1
138240,0
106877,0
174082,1
77840,0
63458,0
9780,1
192064,0
3610,0
122614,0
17392,0
190267,0
209709,0
43382,0
86034,0
195168,0
57136,0
32025,1
145788,1
15317,0
168255,0
136837,1
24192,0
31205,1
83101,0
31536,0
190803,1
91132,0
161284,0
173120,1
165554,0
62011,0
40559,0
105173,1
5111,0
127047,0
202542,1
106033,0
212337,0
6159,0
109240,0
133133,0
11329,0
78957,0
70476,1
140862,1
77355,0
167215,0
213066,0
13228,0
30768,0
60040,1
210233,0
10061,1
102423,0
124621,1
44522,0
172255,0
143925,0
122635,1
80360,1
47962,1
164889,0
23276,1
45305,0
154254,1
118901,0
100309,0
76883,1
56474,1
85247,1
87709,0
43120,0
122884,0
11327,0
61861,1
4880,0
80443,0
180292,0
98618,1
4038,0
77333,1
70051,0
169329,1
97321,1
51775,1
155597,0
196962,1
109957,0
212134,1
35916,1
138274,1
46217,0
210186,0
12367,0
126904,1
165031,0
128033,0
66182,1
100349,0
130327,0
76348,1
174330,1
131755,1
191119,0
127167,0
166811,0
95996,0
59342,0
72270,0
66853,0
94633,0
157765,0
22903,0
117196,0
56740,0
41047,0
72209,0
14329,1
205448,1
101006,0
73367,0
181111,0
16780,0
43756,0
4472,1
22341,1
164920,0
81746,0
81766,0
125201,0
215188,1
175272,0
25999,0
114409,1
125500,0
55295,1
55040,1
41215,1
55016,1
142570,0
78406,0
139155,0
3225,0
180892,0
94484,1
66459,0
38540,0
29437,0
4817,1
143663,0
110739,1
66966,0
113609,0
56755,0
36066,0
114269,0
157898,1
147452,0
212975,0
134334,1
122188,1
207410,1
155073,1
66534,0
175714,1
24483,0
126941,1
35126,1
60519,0
105086,1
142246,1
4462,1
109401,1
109094,0
198106,0
107005,1
47296,0
124806,0
203252,0
91305,1
56799,1
171232,1
45162,0
181250,0
207540,1
120676,0
7466,1
52821,0
100540,1
130622,0
34665,1
118247,0
136709,0
134631,0
3552,0
185039,0
70314,0
44856,0
24169,0
184391,0
43948,1
201676,1
9834,0
191749,1
126180,0
190084,1
189063,0
58276,0
38496,0
183409,1
209248,0
156304,1
93891,0
39902,0
169757,0
117916,1
169210,0
147982,0
27845,1
111270,1
135129,0
91556,0
105636,0
128394,1
159799,0
96017,1
48376,1
32476,1
33576,0
80655,0
212058,1
58773,0
161279,1
184092,0
207934,0
167716,1
35263,0
95631,0
40257,1
107835,0
26655,0
1668,0
183273,0
120725,0
20711,0
117785,0
167946,1
147797,0
111150,1
113354,0
191646,0
42408,1
191539,0
31654,0
163141,0
158156,1
29004,0
7250,0
64522,0
171661,1
159197,1
60739,0
117138,0
209420,0
137278,0
82016,1
87024,1
196556,1
211411,0
195041,1
15403,1
100323,1
112850,0
16255,0
34680,0
205747,1
51018,0
151783,1
42515,1
186815,1
43506,0
108427,1
17599,1
193498,1
84324,1
129396,1
140289,0
158324,0
98013,1
39610,1
14360,1
85052,1
29030,1
8843,0
94521,0
53364,0
215326,1
198907,1
9214,1
100216,0
99942,0
2041,1
80043,1
31328,0
6346,1
131852,0
205870,0
50001,0
129855,1
102872,0
133958,1
186053,0
74491,0
183859,1
138272,1
46226,0
155770,0
195274,0
82509,0
162099,1
192925,0
43970,0
96016,1
130413,0
105943,0
20500,0
62177,0
181435,0
15342,0
158086,1
169656,0
152905,0
163906,1
104462,0
124020,0
7783,0
129376,0
85041,0
126422,1
68629,1
196516,1
189864,0
186786,0
167585,0
195444,0
150106,0
193227,1
213704,0
32215,0
72907,0
173940,0
124861,1
191621,0
18302,0
155947,1
108570,0
157794,0
35040,1
116996,0
199946,0
173738,0
30235,0
101330,0
92792,0
77638,0
11110,0
120750,0
51781,0
191654,0
158804,0
212881,0
207399,0
207318,0
14477,0
122238,0
8498,1
194061,0
153232,0
92230,0
20399,1
58323,0
15234,0
198952,0
189577,0
154785,1
63938,0
90830,0
44944,0
17814,1
24753,0
200436,1
196338,0
55151,1
70863,1
119865,0
109631,0
103530,0
44908,0
121222,0
37761,1
93942,0
140093,1
126030,0
15426,1
78582,0
160587,0
164101,0
45594,0
111091,0
68508,0
80501,0
17291,0
65040,0
195522,0
178094,1
180888,1
164744,0
193562,1
90991,0
55390,1
48354,0
73661,0
106959,1
53669,1
16943,1
109120,1
80221,0
33644,0
171396,0
36469,0
134348,0
10003,0
41985,0
17560,0
35192,0
160425,1
60015,1
49824,0
209234,1
98813,0
120601,0
29753,1
161471,0
205975,0
192551,0
47601,0
182892,0
129236,0
3590,0
55622,1
146849,0
102276,1
70833,1
96868,0
193439,1
184424,0
32353,0
2773,0
181203,1
211069,0
163130,0
7115,0
31967,0
33168,0
156715,0
138941,0
138618,0
39988,1
69044,0
174134,0
70337,0
183628,1
151258,0
190636,0
96231,0
158644,0
176475,1
67275,0
56071,0
28351,0
207423,1
111186,0
19920,0
29950,0
119688,0
4185,0
152536,1
26786,1
180127,0
151135,1
30422,0
129906,0
156093,0
112250,0
123131,0
14709,0
91182,0
17820,1
132618,0
35592,0
166532,0
108541,0
128824,1
30546,0
193857,1
5712,0
67632,0
63787,0
156655,1
214463,0
43024,0
204581,0
202741,1
191850,0
54611,0
86279,1
202343,0
172352,0
115057,1
200582,0
25232,1
207083,0
101971,0
213499,1
118046,1
183259,0
53745,0
4418,0
61983,0
183371,0
33572,0
210053,0
52509,0
32086,1
87320,0
202296,0
101464,0
152868,0
96301,0
123435,0
197161,1
106658,1
79893,0
43781,0
876,1
129272,0
112111,0
20394,0
42692,0
101026,0
193069,0
46096,1
71801,0
113081,0
170545,0
135530,0
144905,1
163437,0
193890,0
34334,1
128173,0
147766,0
123820,0
87532,0
147686,0
209227,1
190565,1
89759,0
111498,0
63415,0
188013,0
153889,1
176662,0
108344,0
169413,1
105347,1
208804,0
170340,1
202624,1
32665,0
117049,0
102245,0
199068,0
90077,0
40194,1
15062,0
56445,0
103692,0
7347,0
92617,1
160501,0
48849,1
12858,0
173574,0
30162,0
12494,1
98652,0
209252,1
164702,0
159791,0
132309,0
1830,0
67763,0
203475,0
35564,1
136163,0
123821,0
32450,0
112676,0
214457,0
100398,0
107184,1
28779,0
168487,0
56559,0
101719,0
193046,0
78068,0
215983,0
72325,0
107333,0
73331,0
138833,0
7447,0
183079,0
97607,0
84455,1
23027,0
190650,0
36995,1
47072,1
65883,0
168037,0
40394,0
44401,0
183264,1
116833,0
86131,1
48442,1
104608,0
361,1
172993,0
215619,0
153777,0
155844,0
41709,1
968,0
59556,0
150164,1
92324,1
149282,1
96650,0
90086,0
68581,1
102670,1
176908,0
146041,0
75129,0
51932,0
36550,1
4246,0
200315,0
108829,0
122690,0
61601,0
21379,0
192348,0
62381,0
38122,0
163844,1
4766,0
37059,1
105463,0
45589,0
159340,0
60671,1
82200,0
107511,1
138371,0
111334,0
22148,0
107980,0
20261,1
192275,0
119015,0
84683,1
28185,1
79685,0
29596,0
9144,1
144727,0
211524,1
199988,0
117897,1
28315,0
102324,0
76496,0
53094,0
106138,0
33901,1
168856,0
71012,0
97934,0
139458,1
35217,0
178736,0
209150,0
196333,0
39934,0
40679,1
65496,0
208477,0
157716,1
149286,0
174292,0
106039,0
39585,0
184494,0
148532,0
113713,1
80226,0
181747,1
128912,1
55419,0
49886,0
103967,0
37841,1
81558,1
209550,1
179984,1
38224,0
147062,0
124815,0
8477,0
147171,1
143383,0
146736,1
203316,1
9844,0
162096,0
35107,1
10963,1
98203,0
22890,0
175523,0
79744,0
32626,0
174765,1
102604,0
82026,0
79029,0
201402,0
126051,1
63392,0
25933,1
70113,1
134973,0
85549,0
42343,1
126169,1
102222,0
7112,0
25779,1
178452,0
208437,0
188538,1
66785,1
937,0
7086,1
149649,0
83933,0
201270,0
93646,0
132860,1
163199,0
45480,1
139292,0
14236,0
61951,0
79313,1
62517,0
192719,0
34869,1
142232,0
167445,0
84623,0
17706,0
145226,0
65376,0
195928,0
190682,0
26697,1
173059,0
99152,0
66920,1
110742,0
64184,1
67298,0
200712,0
145476,0
184405,0
5074,0
5004,1
84800,0
109558,0
111721,0
79075,0
55343,0
38871,0
37190,1
129220,0
53650,0
159099,1
47908,0
40026,0
98366,0
168252,1
111818,1
179651,1
147054,1
182194,1
26244,0
155550,0
16644,1
36153,1
57239,0
2552,1
147168,0
159132,0
110610,1
17006,0
81956,0
105260,0
159163,1
82408,0
74989,0
116954,0
184954,0
40003,0
85081,0
160648,0
39709,1
85103,1
24285,1
212800,0
11656,0
93814,0
115018,1
41826,0
128681,0
185765,0
30930,1
201202,0
180510,1
148515,0
37796,0
124948,1
203554,0
130818,1
17252,0
103502,1
98413,0
76020,0
29323,0
4091,0
38974,0
157653,1
184719,0
186224,0
64383,0
77833,1
57691,0
88533,0
137574,0
1231,0
160162,1
189605,0
60567,1
202581,0
156873,0
136110,0
68497,1
130971,0
62104,0
64644,0
171656,1
159095,0
137220,0
178914,1
15153,0
110787,1
176879,0
167439,0
44736,0
51805,1
214945,0
207695,1
61159,0
189742,0
3899,1
166707,0
77441,0
51280,0
29123,1
185794,1
56867,1
201166,0
28575,0
158485,1
112539,0
215821,0
156861,1
205390,1
87690,0
13004,1
6259,0
171091,0
4706,0
36215,0
180650,0
117564,0
162449,1
201022,0
168479,1
214959,1
3210,0
31691,1
45779,1
114779,0
27665,1
39461,0
174782,0
107737,0
85008,1
66104,0
75883,0
58526,0
155361,0
47244,0
85057,0
88839,1
46494,0
42104,0
26704,0
85477,0
25968,0
17206,0
202254,0
119071,0
105792,0
138913,0
80681,1
72949,0
208696,1
65689,1
126205,0
170728,1
169561,0
160018,0
202675,0
206094,1
172692,0
181816,0
75580,0
169070,0
73050,0
45175,0
134464,1
38454,0
211410,0
166602,1
119792,1
175126,0
207496,1
42610,0
123560,0
29709,0
178998,0
143174,1
209274,0
80020,0
162676,1
197658,0
15667,0
48360,1
198546,1
202799,1
55364,0
139866,0
122548,1
10281,0
210490,0
53209,0
192073,0
211815,0
40254,1
79039,0
133887,1
84804,0
157828,0
177758,0
175975,1
91318,1
198575,1
153737,1
173002,0
68319,1
143566,0
33950,1
211889,1
208650,0
160038,1
25644,1
22569,1
209350,0
83914,0
76907,1
177184,1
194811,0
43233,1
212955,1
195781,0
27349,0
158338,0
25507,1
127758,0
60488,0
118660,0
136652,1
79503,1
160014,1
78585,0
108301,0
91800,1
17461,0
67684,1
152281,0
203681,1
69300,0
17622,1
44128,0
89261,0
94295,1
76446,0
69553,0
29734,0
133303,0
58876,0
194687,0
165818,1
148352,1
1342,0
109814,0
105171,0
89129,1
43043,0
49135,0
103209,1
5344,0
58770,0
5104,0
117038,1
206141,0
94162,0
131951,0
72415,1
6627,0
111621,0
209256,0
40161,0
174851,1
143033,1
6734,1
179457,0
189566,0
106022,1
107576,0
84971,0
67596,0
174589,0
98967,0
5488,1
138101,1
23753,0
85004,0
14049,0
924,0
172365,1
123197,1
19929,0
8622,0
1426,0
2967,1
46376,0
70107,0
53013,0
63749,0
95218,0
137391,1
146584,0
178145,1
46493,0
207463,1
62494,0
30700,0
90654,1
48149,0
121405,0
48731,0
213653,0
68139,1
174523,0
81285,0
4870,0
116594,0
174472,1
140044,0
157160,0
199819,0
139352,0
6499,0
19266,1
162721,1
130740,0
145867,0
144081,0
17121,1
156097,1
57835,0
38394,0
142861,0
54227,0
170718,0
193036,0
145683,0
91959,1
28692,0
53450,0
25622,0
188184,1
18791,1
212224,0
65015,0
110261,0
97898,1
87878,0
64975,0
1099,0
46471,0
63127,0
124973,0
6630,0
79135,0
182844,0
190068,0
172410,0
135290,0
274,1
76712,0
10605,0
98898,0
17534,0
7706,0
160383,0
7675,0
125676,1
39418,0
28571,0
58070,0
79708,0
110371,0
42627,0
53923,1
32912,0
41204,0
97903,1
76160,0
78815,0
25564,1
63651,0
33236,1
96737,0
186919,0
1395,0
197020,0
125232,1
192158,1
46434,0
206721,0
215720,0
149627,1
102660,0
122744,0
175034,1
182236,1
150820,0
62887,0
53124,0
169540,0
65877,0
181213,0
31959,1
19447,0
25425,1
109967,0
161094,0
47108,0
163805,0
108184,1
214734,0
16910,0
179820,1
101614,0
77268,0
107874,0
179176,0
6990,1
101364,0
64536,1
186864,0
164353,0
25350,1
98779,1
165882,1
28547,1
166911,1
180981,0
14181,1
148324,0
6384,0
195700,0
68058,0
141650,0
170625,1
8573,0
85947,0
100949,0
148454,1
27431,0
127963,1
56563,0
100789,0
181745,1
205425,0
38036,0
205312,0
13182,1
168539,1
48076,0
31633,0
45673,0
101981,1
182482,0
83948,0
175049,0
120103,0
88201,0
86065,0
60255,1
33416,0
138013,1
48743,0
46770,0
158005,0
11506,1
136214,0
120991,0
39288,0
204301,0
131532,0
111101,0
192167,0
96191,0
190657,0
54677,0
93129,1
117246,1
128242,0
210283,0
123318,0
215642,1
25923,0
7003,1
15878,0
23760,0
80421,0
65512,0
197448,1
94073,0
179744,1
44120,0
33020,0
185356,0
59970,1
212300,0
51269,1
185739,0
156691,0
9290,1
73419,0
157172,0
40277,1
197724,0
31718,0
120947,0
121124,0
31239,0
179224,0
106833,0
47123,1
202544,0
30398,0
32978,1
124618,1
210981,0
150625,0
11352,0
503,1
11169,0
121114,0
143205,0
104147,0
50097,0
71373,1
156992,0
4596,1
51913,1
210397,0
36373,0
118050,0
7065,0
137206,1
177455,1
